# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אכיר	נכר	oshb,verb
אככה	נכה	oshb,verb
אכלא	כלא	oshb,verb
אכלה	אכל	oshb,verb
אכלה	כלה	oshb,verb
אכלהו	אכל	oshb,verb
אכלו	אכל	oshb,verb
אכלום	אכל	oshb,verb
אכלי	אכל	oshb,verb
אכליו	אכל	oshb,verb
אכליך	אכל	oshb,verb
אכלים	אכל	oshb,verb
אכלך	אכל	oshb,verb
אכלך	כלה	oshb,verb
אכלכל	כול	oshb,verb
אכלכם	אכל	oshb,verb
אכלם	אכל	oshb,noun
אכלנו	אכל	oshb,verb
אכלני	אכל	oshb,verb
אכלת	אכל	oshb,verb
אכלתהו	אכל	oshb,verb
אכלתי	אכל	oshb,verb
אכלתך	אכל	oshb,verb
אכלתם	אכל	oshb,verb
אכלתני	אכל	oshb,verb
אכנה	כנה	oshb,verb
אכנו	נכה	oshb,verb
אכניע	כנע	oshb,verb
אכנך	כנה	oshb,verb
אכסה	כסה	oshb,verb
אכסנו	כסה	oshb,verb
אכעיסם	כעס	oshb,verb
אכעס	כעס	oshb,verb
אכף	כפף	oshb,verb
אכפר	כפר	oshb,verb
אכפרה	כפר	oshb,verb
אכרות	כרת	oshb,verb
אכריכם	אכר	oshb,noun
אכרים	אכר	oshb,noun
אכרית	כרת	oshb,verb
אכרת	כרת	oshb,verb
אכתב	כתב	oshb,verb
אכתבנה	כתב	oshb,verb
אכתוב	כתב	oshb,verb
אל	איל	oshb,noun
אל	ביתאל	oshb,name
אל	יפתחאל	oshb,name
אל	לא	oshb,adv
אל	מגדלאל	oshb,name
אל	עמנואל	oshb,name
אל	עשהאל	oshb,name
אלבין	לבן	oshb,verb
אלביש	לבש	oshb,verb
אלבשנה	לבש	oshb,verb
אלד	ילד	oshb,verb
אלה	אל	oshb,adj
אלה	אלוה	oshb,noun
אלהא	אלה	oshb,noun
אלהה	אלה	oshb,noun
אלההון	אלה	oshb,noun
אלההם	אלה	oshb,noun
אלהי	אלה	oshb,noun
אלהי	אלהים	oshb,noun
אלהיא	אלה	oshb,noun
אלהיה	אלהים	oshb,noun
אלהיהם	אלהים	oshb,noun
אלהיהן	אלהים	oshb,noun
אלהיו	אלהים	oshb,noun
אלהיך	אלהים	oshb,noun
אלהיכם	אלהים	oshb,noun
אלהימו	אלהים	oshb,noun
אלהין	אלה	oshb,adj
אלהינו	אלהים	oshb,noun
אלהך	אלה	oshb,noun
אלהכון	אלה	oshb,noun
אלהכם	אלה	oshb,noun
אלהם	אל	oshb,prep
אלהן	אל	oshb,prep
אלהנא	אלה	oshb,noun
אלו	איל	oshb,noun
אלו	אל	oshb,prep
אלוהי	אלוה	oshb,noun
אלון	אילון	oshb,name
אלוני	אלון	oshb,noun
אלונים	אלון	oshb,noun
אלופי	אלוף	oshb,noun
אלופיהם	אלוף	oshb,form
אלופינו	אלוף	oshb,form
אלות	אילות	oshb,name
אלות	אלה	oshb,noun
אלחם	לחם	oshb,verb
אלי	אולי	oshb,adv
אלי	אל	oshb,prep
אלי	אלה	oshb,verb
אליה	אל	oshb,prep
אליהו	אליה	oshb,name
אליהוא	אליהו	oshb,name
אליהם	איל	oshb,noun
אליהם	אל	oshb,prep
אליהמה	איל	oshb,noun
אליהן	אל	oshb,prep
אליו	איל	oshb,noun
אליו	אל	oshb,prep
אליועיני	אליהועיני	oshb,name
אליועני	אליהועיני	oshb,name
אליך	אל	oshb,prep
אליכם	אל	oshb,prep
אלילי	אליל	oshb,noun
אלילים	אליל	oshb,noun
אלילם	אליל	oshb,noun
אלים	איל	oshb,noun
אלים	אל	oshb,noun
אלימו	אל	oshb,prep
אלין	לון	oshb,verb
אלינו	אל	oshb,prep
אלית	אלה	oshb,verb
אלך	ילך	oshb,verb
אלכד	לכד	oshb,verb
אלכה	ילך	oshb,verb
אלכם	אל	oshb,prep
אלל	אליל	oshb,noun
אלם	אולם	oshb,noun
אלמד	למד	oshb,verb
אלמדה	למד	oshb,verb
אלמדכם	למד	oshb,verb
אלמדם	למד	oshb,verb
אלמוני	אלמני	oshb,adj
אלמים	אלם	oshb,adj
